"x","y","sst","chlo"
137.5,52.5,0.733487136383062,0.59685465275241
142.5,52.5,3.47038939002334,1.73563118183295
147.5,52.5,4.50895904273543,0.587789351103689
152.5,52.5,4.72893866744813,0.833123983657677
157.5,52.5,2.68844866676034,0.776041440545685
162.5,52.5,5.06713217840743,0.716548751875482
167.5,52.5,5.51163587217571,0.484026198618942
172.5,52.5,5.65098691072763,0.573410886588886
177.5,52.5,5.46470010933591,0.577661152228851
-177.5,47.5,7.07792854549967,0.369604210523475
-172.5,47.5,7.33596661843577,0.35626410497387
-167.5,47.5,7.72687042914283,0.335542986463686
-162.5,47.5,8.0509878987501,0.343762131692773
-157.5,47.5,8.411290436993,0.358388913023734
-152.5,47.5,8.88570767175932,0.339644714792225
-147.5,47.5,9.47497409377338,0.319452353415114
-142.5,47.5,10.1885674806011,0.29537941448494
-137.5,47.5,10.833977304138,0.28492652084368
-132.5,47.5,11.5231293720676,0.304685218717765
-127.5,47.5,11.4441834247581,0.87774283496387
-122.5,47.5,2.72107030954971,1.15547313183753
-117.5,47.5,NA,NA
-112.5,47.5,NA,NA
-107.5,47.5,NA,NA
-102.5,47.5,NA,NA
-97.5,47.5,NA,NA
-92.5,47.5,NA,NA
-87.5,47.5,NA,NA
-82.5,47.5,NA,NA
-77.5,47.5,NA,NA
-72.5,47.5,NA,NA
-67.5,47.5,1.2254910605711,1.11459738899712
-62.5,47.5,5.70794096038054,2.21908288416936
-57.5,47.5,4.95455289851637,0.706123954814134
-52.5,47.5,5.1201564827778,0.689237722645824
-47.5,47.5,6.58369499173183,0.747719497063232
-42.5,47.5,12.0869549381688,0.566715805824777
-37.5,47.5,14.1278283879221,0.409167554925575
-32.5,47.5,13.9119888094132,0.408456349475999
-27.5,47.5,14.146085100477,0.405738634804471
-22.5,47.5,14.2528469036463,0.407387246258764
-17.5,47.5,14.3423320868313,0.385142911826433
-12.5,47.5,14.2620875284397,0.397294135493813
-7.5,47.5,14.1708142665909,0.560343624064009
-2.5,47.5,9.11005153248559,0.834944836614929
2.5,47.5,NA,NA
7.5,47.5,NA,NA
12.5,47.5,NA,NA
17.5,47.5,NA,NA
22.5,47.5,NA,NA
27.5,47.5,NA,NA
32.5,47.5,3.03419831181001,1.30769943273868
37.5,47.5,NA,NA
42.5,47.5,NA,NA
47.5,47.5,NA,NA
52.5,47.5,NA,NA
57.5,47.5,NA,NA
62.5,47.5,NA,NA
67.5,47.5,NA,NA
72.5,47.5,NA,NA
77.5,47.5,NA,NA
82.5,47.5,NA,NA
87.5,47.5,NA,NA
92.5,47.5,NA,NA
97.5,47.5,NA,NA
102.5,47.5,NA,NA
107.5,47.5,NA,NA
112.5,47.5,NA,NA
117.5,47.5,NA,NA
122.5,47.5,NA,NA
127.5,47.5,NA,NA
132.5,47.5,NA,NA
137.5,47.5,1.8491106068173,0.235331834587441
142.5,47.5,5.96597868609443,1.08899659172321
147.5,47.5,5.34799999620362,0.805577839455671
152.5,47.5,4.50715209833137,0.652312454184931
157.5,47.5,5.29719363159849,0.615969997874151
162.5,47.5,6.11003956250404,0.422304433851192
167.5,47.5,6.13775507114381,0.408563624881553
172.5,47.5,6.58566628798407,0.398775445594694
177.5,47.5,6.75986975631254,0.370591261768714
